InternalName;FormName;BattlerEnemyY;EggMoves;id;Name;GrowthRate;Rareness;HiddenAbility;EffortPoints;RegionalNumbers;WildItemUncommon;Compatibility;Kind;BattlerAltitude;StepsToHatch;BattlerPlayerY;Incense;GenderRate;Evolutions;Pokedex;BaseEXP;WildItemCommon;Abilities;Habitat;Weight;Color;BaseStats;Height;Shape;Moves;Type1;WildItemRare;Happiness;Type2
MURKROW;;24;ASSURANCE,BRAVEBIRD,CONFUSERAY,DRILLPECK,FEINTATTACK,FEATHERDANCE,MIRRORMOVE,PERISHSONG,PSYCHOSHIFT,ROOST,SCREECH,SKYATTACK,WHIRLWIND,WINGATTACK;198;Murkrow;Parabolic;30;PRANKSTER;0,0,0,1,0,0;0,213;;Flying;Darkness;19;5355;0;;0.5;HONCHKROW,Item,DUSKSTONE;Murkrow were feared as the alleged bearers of ill fortune. It shows strong interest in anything that sparkles. It will even try to steal rings from women.;81;;INSOMNIA,SUPERLUCK;Forest;2.1;Black;60,85,42,91,85,42;0.5;9;1,PECK,1,ASTONISH,5,PURSUIT,11,HAZE,15,WINGATTACK,21,NIGHTSHADE,25,ASSURANCE,31,TAUNT,35,FEINTATTACK,41,MEANLOOK,45,FOULPLAY,51,TAILWIND,55,SUCKERPUNCH,61,TORMENT,65,QUASH;DARK;;35;FLYING
SLOWKING;;11;;199;Slowking;Medium;70;REGENERATOR;0,0,0,0,0,3;0,82;KINGSROCK;Monster,Water1;Royal;0;5355;0;;0.5;;It undertakes research every day to solve the mysteries of the world. However, it apparently forgets everything if the Shellder on its head comes off.;172;;OBLIVIOUS,OWNTEMPO;WatersEdge;79.5;Pink;95,75,80,30,100,110;2.0;6;1,POWERGEM,1,HIDDENPOWER,1,CURSE,1,YAWN,1,TACKLE,5,GROWL,9,WATERGUN,14,CONFUSION,19,DISABLE,23,HEADBUTT,28,WATERPULSE,32,ZENHEADBUTT,36,NASTYPLOT,41,SWAGGER,45,PSYCHIC,49,TRUMPCARD,54,PSYCHUP,58,HEALPULSE;WATER;;70;PSYCHIC
MISDREAVUS;;22;CURSE,DESTINYBOND,IMPRISON,MEMENTO,NASTYPLOT,OMINOUSWIND,SCREECH,SHADOWSNEAK,SKILLSWAP,SPITE,SUCKERPUNCH,WONDERROOM;200;Misdreavus;Fast;45;;0,0,0,0,0,1;0,219;;Amorphous;Screech;14;6630;0;;0.5;MISMAGIUS,Item,DUSKSTONE;A Misdreavus frightens people with a creepy, sobbing cry. It apparently uses its red spheres to absorb the fear of foes as its nutrition.;87;;LEVITATE;Cave;1.0;Purple;60,60,60,85,85,85;0.7;1;1,GROWL,1,PSYWAVE,5,SPITE,10,ASTONISH,14,CONFUSERAY,19,MEANLOOK,23,HEX,28,PSYBEAM,32,PAINSPLIT,37,PAYBACK,41,SHADOWBALL,46,PERISHSONG,50,GRUDGE,55,POWERGEM;GHOST;;35;
UNOWN;Anger;27;;201;Unown;Medium;225;;0,1,0,0,1,0;0,61;;Undiscovered;Symbol;19;10455;0;;-1;;This Pokemon is shaped like ancient text characters. Although research is ongoing, it is a mystery as to which came first, the ancient writings or the various Unown.;118;;LEVITATE;Rare;5.0;Black;48,72,48,48,72,48;0.5;1;1,HIDDENPOWER;PSYCHIC;;70;
WOBBUFFET;;17;;202;Wobbuffet;Medium;45;TELEPATHY;2,0,0,0,0,0;0,108;;Amorphous;Patient;0;5355;0;;0.5;;Usually docile, a Wobbuffet strikes back ferociously if its black tail is attacked. It makes its lair in caves where it waits for nightfall.;142;;SHADOWTAG;Cave;28.5;Blue;190,33,58,33,33,58;1.3;5;1,COUNTER,1,MIRRORCOAT,1,SAFEGUARD,1,DESTINYBOND;PSYCHIC;;70;
GIRAFARIG;;11;AMNESIA,BEATUP,DOUBLEKICK,FORESIGHT,FUTURESIGHT,MAGICCOAT,MEANLOOK,MIRRORCOAT,RAZORWIND,SECRETPOWER,SKILLSWAP,TAKEDOWN,WISH;203;Girafarig;Medium;60;SAPSIPPER;0,0,0,0,2,0;0,149;PERSIMBERRY;Field;Long Neck;0;5355;0;;0.5;;A Girafarig is an herbivore--it eats grass and tree shoots. While it is eating, its tail makes chewing and swallowing motions as if it were also eating.;159;;INNERFOCUS,EARLYBIRD;Grassland;41.5;Yellow;70,80,65,85,90,65;1.5;8;1,POWERSWAP,1,GUARDSWAP,1,ASTONISH,1,TACKLE,1,GROWL,1,CONFUSION,5,ODORSLEUTH,10,STOMP,14,AGILITY,19,PSYBEAM,23,BATONPASS,28,ASSURANCE,32,DOUBLEHIT,37,PSYCHIC,41,ZENHEADBUTT,46,CRUNCH;NORMAL;;70;PSYCHIC
PINECO;;24;COUNTER,DOUBLEEDGE,ENDURE,FLAIL,PINMISSILE,POWERTRICK,REVENGE,SANDTOMB,STEALTHROCK,SWIFT,TOXICSPIKES;204;Pineco;Medium;190;OVERCOAT;0,0,1,0,0,0;0,93;;Bug;Bagworm;9;5355;0;;0.5;FORRETRESS,Level,31;A Pineco hangs from a tree branch and waits for prey. While eating, if it is disturbed by someone shaking its tree, it falls on the ground and suddenly explodes.;58;;STURDY;Forest;7.2;Gray;50,65,90,15,35,35;0.6;1;1,TACKLE,1,PROTECT,6,SELFDESTRUCT,9,BUGBITE,12,TAKEDOWN,17,RAPIDSPIN,20,BIDE,23,NATURALGIFT,28,SPIKES,31,PAYBACK,34,EXPLOSION,39,IRONDEFENSE,42,GYROBALL,45,DOUBLEEDGE;BUG;;70;
FORRETRESS;;20;;205;Forretress;Medium;75;OVERCOAT;0,0,2,0,0,0;0,94;;Bug;Bagworm;10;5355;0;;0.5;;It keeps itself inside its steel shell. The shell is opened when it is catching prey, but it is so quick that the shell's inside cannot be seen.;163;;STURDY;Forest;125.8;Purple;75,90,140,40,60,60;1.2;1;1,TOXICSPIKES,1,TACKLE,1,PROTECT,1,SELFDESTRUCT,1,BUGBITE,6,SELFDESTRUCT,9,BUGBITE,12,TAKEDOWN,17,RAPIDSPIN,20,BIDE,23,NATURALGIFT,28,SPIKES,31,MIRRORSHOT,32,AUTOTOMIZE,36,PAYBACK,42,EXPLOSION,46,IRONDEFENSE,50,GYROBALL,56,DOUBLEEDGE,60,MAGNETRISE,64,ZAPCANNON,70,HEAVYSLAM;BUG;;70;STEEL
DUNSPARCE;;25;AGILITY,ANCIENTPOWER,ASTONISH,BIDE,BITE,CURSE,HEADBUTT,HEX,MAGICCOAT,SECRETPOWER,SLEEPTALK,SNORE,TRUMPCARD;206;Dunsparce;Medium;190;RATTLED;1,0,0,0,0,0;0,52;;Field;Land Snake;0;5355;0;;0.5;;Its drill-tipped tail is used to burrow into the ground backwards. This Pokemon is known to make its nest in complex shapes deep under the ground.;145;;SERENEGRACE,RUNAWAY;Cave;14.0;Yellow;100,70,70,45,65,65;1.5;2;1,RAGE,1,DEFENSECURL,4,ROLLOUT,7,SPITE,10,PURSUIT,13,SCREECH,16,YAWN,19,ANCIENTPOWER,22,TAKEDOWN,25,ROOST,28,GLARE,31,DIG,34,DOUBLEEDGE,37,COIL,40,ENDURE,43,DRILLRUN,46,ENDEAVOR,49,FLAIL;NORMAL;;70;
GLIGAR;;11;AGILITY,BATONPASS,COUNTER,CROSSPOISON,DOUBLEEDGE,FEINT,METALCLAW,NIGHTSLASH,POISONTAIL,POWERTRICK,RAZORWIND,ROCKCLIMB,SANDTOMB,WINGATTACK;207;Gligar;Parabolic;60;IMMUNITY;0,0,1,0,0,0;0,193;;Bug;FlyScorpion;10;5355;0;;0.5;GLISCOR,NightHoldItem,RAZORFANG;It glides without making a single sound. It grasps the face of its foe using its hind and large front claws, then stabs with its poison barb.;86;;HYPERCUTTER,SANDVEIL;Mountain;64.8;Purple;65,75,105,85,35,65;1.1;9;1,POISONSTING,4,SANDATTACK,7,HARDEN,10,KNOCKOFF,13,QUICKATTACK,16,FURYCUTTER,19,FEINTATTACK,22,ACROBATICS,27,SLASH,30,UTURN,35,SCREECH,40,XSCISSOR,45,SKYUPPERCUT,50,SWORDSDANCE,55,GUILLOTINE;GROUND;;70;FLYING
STEELIX;;5;;208;Steelix;Medium;25;SHEERFORCE;0,0,2,0,0,0;0,63;METALCOAT;Mineral;Iron Snake;0;6630;0;;0.5;;Steelix live even further underground than Onix. This Pokemon is known to dig toward the earth's core, reaching a depth of over six-tenths of a mile underground.;179;;ROCKHEAD,STURDY;Cave;400.0;Gray;75,85,200,30,55,65;9.2;2;1,THUNDERFANG,1,ICEFANG,1,FIREFANG,1,MUDSPORT,1,TACKLE,1,HARDEN,1,BIND,4,CURSE,7,ROCKTHROW,10,RAGE,13,ROCKTOMB,16,STEALTHROCK,19,AUTOTOMIZE,22,SMACKDOWN,25,DRAGONBREATH,28,SLAM,31,SCREECH,34,ROCKSLIDE,37,CRUNCH,40,IRONTAIL,43,DIG,46,STONEEDGE,49,DOUBLEEDGE,52,SANDSTORM;STEEL;;70;GROUND
SNUBBULL;;24;CLOSECOMBAT,CRUNCH,DOUBLEEDGE,FEINTATTACK,FIREFANG,FOCUSPUNCH,HEALBELL,ICEFANG,METRONOME,MIMIC,PRESENT,SMELLINGSALTS,SNORE,THUNDERFANG;209;Snubbull;Fast;190;RATTLED;0,1,0,0,0,0;0,125;;Field,Fairy;Fairy;0;5355;0;;0.75;GRANBULL,Level,23;By baring its fangs and making a scary face, it sends smaller Pokemon scurrying in terror. The Snubbull does seem a little sad at making its foes flee.;60;;INTIMIDATE,RUNAWAY;Urban;7.8;Pink;60,80,50,30,40,40;0.6;12;1,ICEFANG,1,FIREFANG,1,THUNDERFANG,1,TACKLE,1,SCARYFACE,1,TAILWHIP,1,CHARM,7,BITE,13,LICK,19,HEADBUTT,25,ROAR,31,RAGE,37,TAKEDOWN,43,PAYBACK,49,CRUNCH;NORMAL;;70;
GRANBULL;;16;;210;Granbull;Fast;75;RATTLED;0,2,0,0,0,0;0,126;;Field,Fairy;Fairy;0;5355;0;;0.75;;It has a particularly well-developed lower jaw. The huge fangs are heavy, causing it to tilt its head. Unless it is startled, it will not try to bite.;158;;INTIMIDATE,QUICKFEET;Urban;48.7;Purple;90,120,75,45,60,60;1.4;6;1,ICEFANG,1,FIREFANG,1,THUNDERFANG,1,TACKLE,1,SCARYFACE,1,TAILWHIP,1,CHARM,7,BITE,13,LICK,19,HEADBUTT,27,ROAR,35,RAGE,43,TAKEDOWN,51,PAYBACK,59,CRUNCH,67,OUTRAGE;NORMAL;;70;
QWILFISH;;28;ACIDSPRAY,AQUAJET,ASTONISH,BRINE,BUBBLEBEAM,FLAIL,HAZE,SIGNALBEAM,SUPERSONIC,WATERPULSE;211;Qwilfish;Medium;45;INTIMIDATE;0,1,0,0,0,0;0,163;POISONBARB;Water2;Balloon;11;5355;0;;0.5;;A Qwilfish uses the pressure of water it swallows to shoot toxic quills all at once from all over its body. It finds swimming to be somewhat challenging.;86;;POISONPOINT,SWIFTSWIM;Sea;3.9;Gray;65,95,75,85,55,55;0.5;3;1,SPIKES,1,TACKLE,1,POISONSTING,9,HARDEN,9,MINIMIZE,13,WATERGUN,17,ROLLOUT,21,TOXICSPIKES,25,STOCKPILE,25,SPITUP,29,REVENGE,33,BRINE,37,PINMISSILE,41,TAKEDOWN,45,AQUATAIL,49,POISONJAB,53,DESTINYBOND,57,HYDROPUMP;WATER;;70;POISON
SCIZOR;;15;;212;Scizor;Medium;25;LIGHTMETAL;0,2,0,0,0,0;0,112;;Bug;Pincer;0;6630;0;;0.5;;A Scizor has a body with the hardness of steel. It is not easily fazed by ordinary sorts of attacks. It flaps its wings to regulate its body temperature.;175;;SWARM,TECHNICIAN;Grassland;118.0;Red;70,130,100,65,55,80;1.8;13;1,BULLETPUNCH,1,QUICKATTACK,1,LEER,5,FOCUSENERGY,9,PURSUIT,13,FALSESWIPE,17,AGILITY,21,METALCLAW,25,FURYCUTTER,29,SLASH,33,RAZORWIND,37,IRONDEFENSE,41,XSCISSOR,45,NIGHTSLASH,49,DOUBLEHIT,53,IRONHEAD,57,SWORDSDANCE,61,FEINT;BUG;;70;STEEL
SHUCKLE;;24;ACID,ACUPRESSURE,FINALGAMBIT,HELPINGHAND,KNOCKOFF,MUDSLAP,ROCKBLAST,SANDTOMB,SWEETSCENT;213;Shuckle;Parabolic;190;CONTRARY;0,0,1,0,0,1;0,168;BERRYJUICE;Bug;Mold;0;5355;0;;0.5;;A Shuckle hides under rocks, keeping its body concealed inside its shell while eating stored berries. The berries mix with its body fluids to become a juice.;177;BERRYJUICE;STURDY,GLUTTONY;Mountain;20.5;Yellow;20,10,230,5,10,230;0.6;14;1,WITHDRAW,1,CONSTRICT,1,BIDE,1,ROLLOUT,5,ENCORE,9,WRAP,12,STRUGGLEBUG,16,SAFEGUARD,20,REST,23,ROCKTHROW,27,GASTROACID,31,POWERTRICK,34,SHELLSMASH,38,ROCKSLIDE,42,BUGBITE,45,POWERSPLIT,45,GUARDSPLIT,49,STONEEDGE;BUG;BERRYJUICE;70;ROCK
HERACROSS;;13;BIDE,DOUBLEEDGE,FLAIL,FOCUSPUNCH,HARDEN,MEGAHORN,PURSUIT,REVENGE,SEISMICTOSS;214;Heracross;Slow;45;MOXIE;0,2,0,0,0,0;0,114;;Bug;Single Horn;0;6630;0;;0.5;;They gather in forests seeking the sweet sap of trees. It is completely clad in a steel-hard shell. It is proud of its horn, which it uses to fling foes.;175;;SWARM,GUTS;Forest;54.0;Blue;80,125,75,85,40,95;1.5;12;1,NIGHTSLASH,1,TACKLE,1,LEER,1,HORNATTACK,1,ENDURE,7,FURYATTACK,10,AERIALACE,16,CHIPAWAY,19,COUNTER,25,BRICKBREAK,28,TAKEDOWN,34,CLOSECOMBAT,37,FEINT,43,REVERSAL,46,MEGAHORN;BUG;;70;FIGHTING
SNEASEL;;19;ASSIST,AVALANCHE,BITE,COUNTER,CRUSHCLAW,DOUBLEHIT,FAKEOUT,FEINT,FORESIGHT,ICEPUNCH,ICESHARD,PUNISHMENT,PURSUIT,SPITE;215;Sneasel;Parabolic;60;PICKPOCKET;0,0,0,1,0,0;0,218;QUICKCLAW;Field;Sharp Claw;0;5355;0;;0.5;WEAVILE,NightHoldItem,RAZORCLAW;A Sneasel scales trees by punching its hooked claws into the bark. It seeks out unguarded nests and steals eggs for food while the parents are away.;86;GRIPCLAW;INNERFOCUS,KEENEYE;Forest;28.0;Black;55,95,55,115,35,75;0.9;6;1,SCRATCH,1,LEER,1,TAUNT,8,QUICKATTACK,10,FEINTATTACK,14,ICYWIND,16,FURYSWIPES,20,AGILITY,22,METALCLAW,25,HONECLAWS,28,BEATUP,32,SCREECH,35,SLASH,40,SNATCH,44,PUNISHMENT,47,ICESHARD;DARK;;35;ICE
TEDDIURSA;;24;BELLYDRUM,CHIPAWAY,CLOSECOMBAT,COUNTER,CROSSCHOP,CRUNCH,DOUBLEEDGE,FAKETEARS,METALCLAW,NIGHTSLASH,SEISMICTOSS,SLEEPTALK,TAKEDOWN,YAWN;216;Teddiursa;Medium;120;HONEYGATHER;0,1,0,0,0,0;0,198;;Field;Little Bear;0;5355;0;;0.5;URSARING,Level,30;It licks its palms that are sweetened by being soaked in honey. A Teddiursa makes its own honey by blending fruits and pollen collected by Beedrill.;66;;PICKUP,QUICKFEET;Mountain;8.8;Brown;60,80,50,40,50,50;0.6;6;1,COVET,1,SCRATCH,1,LEER,1,LICK,1,FAKETEARS,8,FURYSWIPES,15,FEINTATTACK,22,SWEETSCENT,29,SLASH,36,CHARM,43,REST,43,SNORE,50,THRASH,57,FLING;NORMAL;;70;
URSARING;;10;;217;Ursaring;Medium;60;UNNERVE;0,2,0,0,0,0;0,199;;Field;Hibernator;0;5355;0;;0.5;;In forests, it is said that there are many streams and towering trees where an Ursaring gathers food. It walks through its forest collecting food every day.;175;;GUTS,QUICKFEET;Mountain;125.8;Brown;90,130,75,55,75,75;1.8;6;1,COVET,1,SCRATCH,1,LEER,1,LICK,1,FAKETEARS,8,FURYSWIPES,15,FEINTATTACK,22,SWEETSCENT,29,SLASH,38,SCARYFACE,47,REST,49,SNORE,58,THRASH,67,HAMMERARM;NORMAL;;70;
SLUGMA;;24;ACIDARMOR,CURSE,EARTHPOWER,HEATWAVE,INFERNO,MEMENTO,ROLLOUT,SMOKESCREEN,SPITUP,STOCKPILE,SWALLOW;218;Slugma;Medium;190;WEAKARMOR;0,0,0,0,1,0;0,216;;Amorphous;Lava;0;5355;0;;0.5;MAGCARGO,Level,38;It is a species of Pokemon that lives in volcanic areas. If its body cools, its skin hardens and immobilizes it. To avoid that, it sleeps near magma.;50;;MAGMAARMOR,FLAMEBODY;Mountain;35.0;Red;40,40,40,20,70,40;0.7;2;1,YAWN,1,SMOG,5,EMBER,10,ROCKTHROW,14,HARDEN,19,RECOVER,23,FLAMEBURST,28,ANCIENTPOWER,32,AMNESIA,37,LAVAPLUME,41,ROCKSLIDE,46,BODYSLAM,50,FLAMETHROWER,55,EARTHPOWER;FIRE;;70;
MAGCARGO;;16;;219;Magcargo;Medium;75;WEAKARMOR;0,0,2,0,0,0;0,217;;Amorphous;Lava;0;5355;0;;0.5;;The shell on its back is made of hardened magma. Tens of thousands of years spent living in volcanic craters have turned Magcargo's bodies into magma.;144;;MAGMAARMOR,FLAMEBODY;Mountain;55.0;Red;50,50,120,30,80,80;0.8;2;1,YAWN,1,SMOG,1,EMBER,1,ROCKTHROW,5,EMBER,10,ROCKTHROW,14,HARDEN,19,RECOVER,23,FLAMEBURST,28,ANCIENTPOWER,32,AMNESIA,37,LAVAPLUME,38,SHELLSMASH,44,ROCKSLIDE,52,BODYSLAM,59,FLAMETHROWER,67,EARTHPOWER;FIRE;;70;ROCK
SWINUB;;33;ANCIENTPOWER,AVALANCHE,BITE,BODYSLAM,CURSE,DOUBLEEDGE,FISSURE,ICICLECRASH,ICICLESPEAR,MUDSHOT,STEALTHROCK,TAKEDOWN;220;Swinub;Slow;225;THICKFAT;0,1,0,0,0,0;0,195;;Field;Pig;0;5355;0;;0.5;PILOSWINE,Level,33;It roots for food by rubbing its snout against the ground. Its favorite food is a mushroom that grows under dried grass. It occasionally roots out hot springs.;50;;OBLIVIOUS,SNOWCLOAK;Cave;6.5;Brown;50,50,40,50,30,30;0.4;8;1,TACKLE,1,ODORSLEUTH,5,MUDSPORT,8,POWDERSNOW,11,MUDSLAP,14,ENDURE,18,MUDBOMB,21,ICYWIND,24,ICESHARD,28,TAKEDOWN,35,MIST,37,EARTHQUAKE,40,FLAIL,44,BLIZZARD,48,AMNESIA;ICE;;70;GROUND
PILOSWINE;;17;;221;Piloswine;Slow;75;THICKFAT;1,1,0,0,0,0;0,196;;Field;Swine;0;5355;0;;0.5;MAMOSWINE,HasMove,ANCIENTPOWER;A Piloswine is covered by a thick coat of long hair for enduring freezing cold. It uses its tusks to dig up food that has been buried under ice.;158;;OBLIVIOUS,SNOWCLOAK;Cave;55.8;Brown;100,100,80,50,60,60;1.1;8;1,ANCIENTPOWER,1,PECK,1,ODORSLEUTH,1,MUDSPORT,1,POWDERSNOW,5,MUDSPORT,8,POWDERSNOW,11,MUDSLAP,14,ENDURE,18,MUDBOMB,21,ICYWIND,24,ICEFANG,28,TAKEDOWN,33,FURYATTACK,37,MIST,41,THRASH,46,EARTHQUAKE,52,BLIZZARD,58,AMNESIA;ICE;;70;GROUND
CORSOLA;;24;AMNESIA,AQUARING,BARRIER,BIDE,CONFUSERAY,CURSE,HEADSMASH,ICICLESPEAR,INGRAIN,MIST,NATUREPOWER,SCREECH,WATERPULSE;222;Corsola;Fast;60;REGENERATOR;0,0,1,0,0,1;0,173;HARDSTONE;Water1,Water3;Coral;0;5355;0;;0.75;;Corsola live in warm southern seas. If the sea becomes polluted, the beautiful coral stalks become discolored and crumble away in tatters.;133;;HUSTLE,NATURALCURE;Sea;5.0;Pink;55,55,85,35,65,85;0.6;14;1,TACKLE,4,HARDEN,8,BUBBLE,10,RECOVER,13,REFRESH,17,BUBBLEBEAM,20,ANCIENTPOWER,23,LUCKYCHANT,27,SPIKECANNON,29,IRONDEFENSE,31,ROCKBLAST,35,ENDURE,38,AQUARING,41,POWERGEM,45,MIRRORCOAT,47,EARTHPOWER,52,FLAIL;WATER;;70;ROCK
REMORAID;;26;ACIDSPRAY,AURORABEAM,FLAIL,HAZE,MUDSHOT,OCTAZOOKA,ROCKBLAST,SCREECH,SNORE,SUPERSONIC,SWIFT,WATERPULSE,WATERSPOUT;223;Remoraid;Medium;190;MOODY;0,0,0,0,1,0;0,174;;Water1,Water2;Jet;8;5355;0;;0.5;OCTILLERY,Level,25;A Remoraid uses its abdominal muscles to forcefully expel swallowed water, then shoot down flying prey. When evolution approaches, it travels down rivers.;60;;HUSTLE,SNIPER;Sea;12.0;Gray;35,65,35,65,65,35;0.6;3;1,WATERGUN,6,LOCKON,10,PSYBEAM,14,AURORABEAM,18,BUBBLEBEAM,22,FOCUSENERGY,26,WATERPULSE,30,SIGNALBEAM,34,ICEBEAM,38,BULLETSEED,42,HYDROPUMP,46,HYPERBEAM,50,SOAK;WATER;;70;
OCTILLERY;;21;;224;Octillery;Medium;75;MOODY;0,1,0,0,1,0;0,175;;Water1,Water2;Jet;0;5355;0;;0.5;;It ensnares its foe with its suction- cupped tentacles before delivering the finishing blow. If the foe turns out to be too strong, it spews ink to escape.;168;;SUCTIONCUPS,SNIPER;Sea;28.5;Red;75,105,75,45,105,75;0.9;10;1,GUNKSHOT,1,ROCKBLAST,1,WATERGUN,1,CONSTRICT,1,PSYBEAM,1,AURORABEAM,6,CONSTRICT,10,PSYBEAM,14,AURORABEAM,18,BUBBLEBEAM,22,FOCUSENERGY,25,OCTAZOOKA,28,WRINGOUT,34,SIGNALBEAM,40,ICEBEAM,46,BULLETSEED,52,HYDROPUMP,58,HYPERBEAM,64,SOAK;WATER;;70;
DELIBIRD;;19;AURORABEAM,BESTOW,FAKEOUT,FUTURESIGHT,ICEBALL,ICEPUNCH,ICESHARD,ICYWIND,QUICKATTACK,RAPIDSPIN,SPLASH;225;Delibird;Fast;45;INSOMNIA;0,0,0,1,0,0;0,194;;Water1,Field;Delivery;0;5355;0;;0.5;;It carries food bundled up in its tail. There was a famous explorer who managed to scale Mt. Everest thanks to a Delibird sharing its food.;116;;VITALSPIRIT,HUSTLE;Mountain;16.0;Red;45,55,45,75,65,45;0.9;9;1,PRESENT;ICE;;70;FLYING
MANTINE;;18;AMNESIA,HAZE,HYDROPUMP,MIRRORCOAT,MUDSPORT,SLAM,SPLASH,TWISTER,WATERSPORT,WIDEGUARD;226;Mantine;Slow;25;WATERVEIL;0,0,0,0,0,2;0,202;;Water1;Kite;15;6630;0;;0.5;;On sunny days, schools of Mantine can be seen elegantly leaping over the waves. It is not bothered by the Remoraid that hitches rides.;163;;SWIFTSWIM,WATERABSORB;Sea;220.0;Purple;65,40,70,70,80,140;2.1;9;1,PSYBEAM,1,BULLETSEED,1,SIGNALBEAM,1,TACKLE,1,BUBBLE,1,SUPERSONIC,1,BUBBLEBEAM,3,SUPERSONIC,7,BUBBLEBEAM,11,CONFUSERAY,14,WINGATTACK,16,HEADBUTT,19,WATERPULSE,23,WIDEGUARD,27,TAKEDOWN,32,AGILITY,36,AIRSLASH,39,AQUARING,46,BOUNCE,49,HYDROPUMP;WATER;;70;FLYING
SKARMORY;;11;ASSURANCE,BRAVEBIRD,CURSE,DRILLPECK,ENDURE,GUARDSWAP,PURSUIT,SKYATTACK,STEALTHROCK,WHIRLWIND;227;Skarmory;Slow;25;WEAKARMOR;0,0,2,0,0,0;0,203;;Flying;Armor Bird;0;6630;0;;0.5;;A Pokemon that has a body and wings of steel. People in the past used feathers fallen from Skarmory to make swords and knives.;163;;KEENEYE,STURDY;RoughTerrain;50.5;Gray;65,80,140,70,40,70;1.7;9;1,LEER,1,PECK,6,SANDATTACK,9,SWIFT,12,AGILITY,17,FURYATTACK,20,FEINT,23,AIRCUTTER,28,SPIKES,31,METALSOUND,34,STEELWING,39,AUTOTOMIZE,42,AIRSLASH,45,SLASH,50,NIGHTSLASH;STEEL;;70;FLYING
HOUNDOUR;;22;BEATUP,COUNTER,FEINT,FIREFANG,FIRESPIN,NASTYPLOT,PUNISHMENT,PURSUIT,RAGE,REVERSAL,SPITE,SUCKERPUNCH,THUNDERFANG;228;Houndour;Slow;120;UNNERVE;0,0,0,0,1,0;0,214;;Field;Dark;0;5355;0;;0.5;HOUNDOOM,Level,24;Houndour communicate with each other using a variety of cries to corner their prey. This Pokemon's remarkable teamwork is simply unparalleled.;66;;EARLYBIRD,FLASHFIRE;RoughTerrain;10.8;Black;45,60,30,65,80,50;0.6;8;1,LEER,1,EMBER,4,HOWL,8,SMOG,13,ROAR,16,BITE,20,ODORSLEUTH,25,BEATUP,28,FIREFANG,32,FEINTATTACK,37,EMBARGO,40,FOULPLAY,44,FLAMETHROWER,49,CRUNCH,52,NASTYPLOT,56,INFERNO;DARK;;35;FIRE
HOUNDOOM;;12;;229;Houndoom;Slow;45;UNNERVE;0,0,0,0,2,0;0,215;;Field;Dark;0;5355;0;;0.5;;In a Houndoom pack, the one with its horns raked sharply back serves a leadership role. They choose their leader by fighting among themselves.;175;;EARLYBIRD,FLASHFIRE;RoughTerrain;35.0;Black;75,90,50,95,110,80;1.4;8;1,THUNDERFANG,1,LEER,1,EMBER,1,HOWL,1,SMOG,4,HOWL,8,SMOG,13,ROAR,16,BITE,20,ODORSLEUTH,26,BEATUP,30,FIREFANG,35,FEINTATTACK,41,EMBARGO,45,FOULPLAY,50,FLAMETHROWER,56,CRUNCH,60,NASTYPLOT,65,INFERNO;DARK;;35;FIRE
KINGDRA;;12;;230;Kingdra;Medium;45;DAMP;0,1,0,0,1,1;0,192;DRAGONSCALE;Water1,Dragon;Dragon;9;5355;0;;0.5;;It sleeps quietly, deep on the seafloor. When it comes up to the surface, it creates a huge whirlpool that can swallow even ships.;243;;SWIFTSWIM,SNIPER;Sea;152.0;Blue;75,95,95,85,95,95;1.8;5;1,YAWN,1,BUBBLE,1,SMOKESCREEN,1,LEER,1,WATERGUN,4,SMOKESCREEN,8,LEER,11,WATERGUN,14,FOCUSENERGY,18,BUBBLEBEAM,23,AGILITY,26,TWISTER,30,BRINE,40,HYDROPUMP,48,DRAGONDANCE,57,DRAGONPULSE;WATER;;70;DRAGON
PHANPY;;25;ANCIENTPOWER,BODYSLAM,COUNTER,ENDEAVOR,FISSURE,FOCUSENERGY,HEADSMASH,HEAVYSLAM,ICESHARD,MUDSLAP,SNORE;231;Phanpy;Medium;120;SANDVEIL;1,0,0,0,0,0;0,200;PASSHOBERRY;Field;Long Nose;0;5355;0;;0.5;DONPHAN,Level,25;Phanpy's big ears serve as broad fans. When it becomes hot, it flaps the ears busily to cool down. Even the young are very strong.;66;;PICKUP;RoughTerrain;33.5;Blue;90,60,60,40,40,40;0.5;8;1,ODORSLEUTH,1,TACKLE,1,GROWL,1,DEFENSECURL,6,FLAIL,10,TAKEDOWN,15,ROLLOUT,19,NATURALGIFT,24,SLAM,28,ENDURE,33,CHARM,37,LASTRESORT,42,DOUBLEEDGE;GROUND;;70;
DONPHAN;;21;;232;Donphan;Medium;60;SANDVEIL;0,1,1,0,0,0;0,201;PASSHOBERRY;Field;Armor;0;5355;0;;0.5;;A Donphan is so strong it can easily haul a dump truck. Its hide has toughened to a rock-hard state. An ordinary sort of attack won't even leave a scratch.;175;;STURDY;RoughTerrain;120.0;Gray;90,120,120,50,60,60;1.1;8;1,FIREFANG,1,THUNDERFANG,1,HORNATTACK,1,GROWL,1,DEFENSECURL,1,BULLDOZE,6,RAPIDSPIN,10,KNOCKOFF,15,ROLLOUT,19,MAGNITUDE,24,SLAM,25,FURYATTACK,31,ASSURANCE,39,SCARYFACE,46,EARTHQUAKE,54,GIGAIMPACT;GROUND;;70;
